@relation 'twitter_spam_data'
@attribute LenghtOfProfileName NUMERIC
@attribute LenghtOfProfileDescription NUMERIC
@attribute NumberOfFollowings NUMERIC
@attribute NumberOfFollowers NUMERIC
@attribute NumberOfTweetsPost NUMERIC
@attribute AgeOfTheUserAccount NUMERIC
@attribute RatioOfNumberOfFollowingsAndFollowers NUMERIC
@attribute ReputationOfTheUser NUMERIC
@attribute FollowingRate NUMERIC
@attribute NumberOfWords NUMERIC
@attribute NumberOfCharacters NUMERIC
@attribute NumberOfCapitalizationCharacter NUMERIC
@attribute NumberOfCapitalizationWordPerWord NUMERIC
@attribute MaxWordLenght NUMERIC
@attribute MeanWordLenght NUMERIC
@attribute NumberOfExclamationMark NUMERIC
@attribute NumberOfQuestionMark NUMERIC
@attribute NumberOfURL NUMERIC
@attribute URLPerWord NUMERIC
@attribute NumberOfHashtag NUMERIC
@attribute HashtagPerWord NUMERIC
@attribute NumberOfMention NUMERIC
@attribute MentionPerWord NUMERIC
@attribute NumberOfSpamWord NUMERIC
@attribute SpamWordPerWord NUMERIC
@ATTRIBUTE class {spam,legitimate}
@data 
10,148,897,48,20130,1340,0.05,0.05,0.67,6,76,11,1.83,23,0,0,0,1,0.17,1,0.17,1,0.17,1,0.14,%%%%%%%%%RT @HarryReid16: Ben Mitchell loves a suit.... #work https://t.co/I8rFJj2P1F
11,47,1819,3227,54445,1307,1.77,0.64,1.39,22,140,5,0.23,15,0,0,0,0,0.0,0,0.0,2,0.09,0,0.0,%%%%%%%%%RT @sportingintel: There are few if any better owners in English football, committed long-term to their town as well as their club, than St…
13,4,98,59,538,449,0.6,0.38,0.22,4,152,18,4.5,35,0,0,0,1,0.25,0,0.0,6,1.5,0,0.0,%%%%%%%%%RT @PicaToys: Free Register

💋https://t.co/dnXNLBTsOR 💋

🇳🇱 @PornPica
🇪🇸 @webcamfamosas
🇨🇴 @Boogie_1969
🇪🇸 @verovvp
🇦🇺 @CamGirlz1 https://t…
8,139,106,19,35,806,0.18,0.15,0.13,12,117,9,0.75,24,0,0,0,1,0.08,1,0.08,1,0.08,1,0.08,%%%%%%%%%RT @edutopia: 4 reasons to start class with a poem each day: https://t.co/kiLvmlYONy. #poetry https://t.co/t9LdxqSfCu
11,4,0,0,3,0,2.147483647E9,0.0,2.147483647E9,6,25,1,0.17,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%when am I gonna be enough
10,49,1019,529,13717,799,0.52,0.34,1.28,18,142,10,0.56,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @ColtonLHaynes: I can't thank yall enough for the unbelievable amount of support &amp; love you've been sending my… https://t.co/BCbLWziiod
8,16,445,475,4992,1117,1.07,0.52,0.4,15,106,8,0.53,23,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @whittingham96: Chris Evans is the art and we're all Paul Rudd enjoying the art https://t.co/tbe6q1GidE
15,123,544,2059038,91707,2607,3785.0,1.0,0.21,8,69,4,0.5,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%These are the brands Americans trust the most https://t.co/orvovsg0RW
12,20,251,337,46445,1567,1.34,0.57,0.16,10,78,6,0.6,10,0,0,0,0,0.0,0,0.0,2,0.2,1,0.09,%%%%%%%%%RT @BuzzFeed: actually, just kidding. it's saturday. you can sleep in @TheRock
9,150,85,47,1331,2661,0.55,0.36,0.03,17,129,7,0.41,23,0,0,0,1,0.06,1,0.06,0,0.0,0,0.0,%%%%%%%%%#HillaryClinton has a plan to help &amp; retrain laid-off workers for new jobs in the clean coal industry https://t.co/4Wa1IJPOsp
15,60,213,80,2150,1438,0.38,0.27,0.15,18,135,5,0.28,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%Spain's Rajoy is leading the country to a disastrous situation but he expect to avoid deficit fine https://t.co/w1zxazYN7v via @Reuters
12,88,337,99,2711,926,0.29,0.23,0.36,17,111,5,0.29,18,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%@MsRachelElyse ...I was sitting too far away from them. I kinda just sat in silence...because, you know, shock.
13,4,292,414,12180,1266,1.42,0.59,0.23,10,65,1,0.1,14,0,1,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%@tornedheart96 kaya yan! Hard at first pero you'll be happy soon.
12,45,1320,659,6118,442,0.5,0.33,2.99,3,36,4,1.33,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Good morning https://t.co/wynvoI5HhU
14,157,3268,3239,24558,1467,0.99,0.5,2.23,10,93,10,1.0,23,0,0,0,1,0.1,0,0.0,2,0.2,0,0.0,%%%%%%%%%RT @schink10: Finding a New and Better Job in Education by @schink10: https://t.co/cUJ9vRmr1a
10,84,148,536,4295,2381,3.62,0.78,0.06,14,134,8,0.57,20,0,0,0,0,0.0,2,0.14,0,0.0,0,0.0,%%%%%%%%%Strenght does not come from physical capacity, it comes from an indomitable will. #PeopleMatter #BeulahToksspeaks #http://ow.ly/4mRAOq
10,4,1205,1524,15634,1171,1.26,0.56,1.03,18,93,0,0.0,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%crazy how much someone tell you how much they love you and turn around and show the opposite.
7,114,1950,961,45747,2547,0.49,0.33,0.77,8,97,5,0.63,23,0,0,0,1,0.13,0,0.0,3,0.38,0,0.0,%%%%%%%%%"turkey" on Tweeted Times https://t.co/b9MwdxIkB9 - top stories by @zoyrax, @j_acar, @gokhan_acun
14,87,490,536,3393,936,1.09,0.52,0.52,16,136,15,0.94,23,0,2,0,0,0.0,0,0.0,3,0.19,0,0.0,%%%%%%%%%RT @wvpublic: Get ready! @TheMoth is coming to Charleston, WV on May 29th during the @FestivALL preview weekend! https://t.co/mxo7rZbgrO
11,55,828,1390,18071,997,1.68,0.63,0.83,29,119,4,0.14,11,0,0,0,0,0.0,0,0.0,0,0.0,1,0.03,%%%%%%%%%forgot I got my belly done and I woke up to do a celebratory prom dance and I got my shit handed to me back to bed I go
11,59,8,24,23900,1876,3.0,0.75,0.0,11,82,2,0.18,15,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%@mine_shaft_gap Cobalt thorium G has a radioactive halflife of ninety three years.
13,16,494,601,30676,1602,1.22,0.55,0.31,14,82,6,0.43,16,0,0,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @CryingSilentIy: Sometimes i wonder if anyone is glad to have me in their life.
9,152,3595,4741,21658,2839,1.32,0.57,1.27,6,71,9,1.5,23,0,0,0,1,0.17,1,0.17,0,0.0,0,0.0,%%%%%%%%%The Doctor is coming to theaters #DoctorStrange https://t.co/7mRFRtI1sQ
14,12,96,130,130,351,1.35,0.58,0.27,18,120,13,0.72,23,0,1,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @ChrisTheKid5: Found this dog on the side of the road please retweet till we find it's owner! https://t.co/KExDnLJXM7
11,32,183,169,336,941,0.92,0.48,0.19,4,37,1,0.25,14,0,2,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@blacklock1999 cheers Ross, will do!!
15,156,171,28,267,295,0.16,0.14,0.58,7,72,10,1.43,13,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%󾟹Postseason Lax󾟹
Good luck @AFLacrosse v Richmond 10:00am-SoCon Champ.
9,4,31296,35595,246,354,1.14,0.53,88.41,11,93,12,1.09,30,0,1,0,1,0.09,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @luck995562: She Cheated On Snapchat And It Backfired . . . Ouch!

https://t.co/j0gFc3ko8A
9,1,74,143,2919,525,1.93,0.66,0.14,22,140,3,0.14,16,0,0,0,0,0.0,0,0.0,1,0.05,0,0.0,%%%%%%%%%RT @maisarah_nazri: The best thing in life is finding someone who knows all your flaws, mistakes, and weaknesses, and still thinks you're c…
15,143,0,11,465,2362,2.147483647E9,0.0,0.0,6,44,8,1.33,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Win a Cruise for Two https://t.co/4XjGjeRD0L
7,4,1272,253,7231,253,0.2,0.17,5.03,6,124,28,4.67,23,0,0,0,1,0.17,0,0.0,5,0.83,0,0.0,%%%%%%%%%@Marvel @RobertDowneyJr @GwynethPaltrow @Kevfeige @Jon_Favreau bring back Pepper Potts and PEPPERONY https://t.co/CCbrNUOPNP
12,154,848,913,7225,666,1.08,0.52,1.27,12,112,11,0.92,23,0,3,0,1,0.08,1,0.08,0,0.0,0,0.0,%%%%%%%%%nother food deal saver!  SPECIL off! Now only £18.95! https://t.co/whsyTumgzt  #tastebud https://t.co/oqPyzc8JuE
14,84,133,939,3050,592,7.06,0.88,0.22,5,104,21,4.2,32,0,0,0,1,0.2,2,0.4,0,0.0,0,0.0,%%%%%%%%%Double S301 
Never Ending Dream ♪
https://t.co/liGNQnYLa4
#SS501 
#Waiting4SS501 https://t.co/q5rWFQvQVD
12,4,20,33,10145,49,1.65,0.62,0.41,15,128,21,1.4,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%Lot of 4 Skylanders Trap Team Swap Force Giants Spyro's Adv Strategy Game Guides https://t.co/fpyHgbVSQP https://t.co/kcyDNCtUev
13,39,175,56,9032,1470,0.32,0.24,0.12,3,46,7,2.33,23,0,0,0,0,0.0,0,0.0,1,0.33,0,0.0,%%%%%%%%%@iamDivyaKhosla my mom https://t.co/XEJMojjaVv
10,109,39061,104007,1154,1398,2.66,0.73,27.94,14,129,6,0.43,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%&gt;fasha wrap kurung:
●Rm1**sahaja include postage.
●Whatsapp: 0111 999 4407 for details price and size. https://t.co/W35Xmm0U6G
14,4,1434,1276,7178,1437,0.89,0.47,1.0,18,115,2,0.11,17,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @sayingsforgirls: i appreciate people that are patient with me while i'm distant and trying to figure myself out
12,4,2134,33,60,1417,0.02,0.02,1.51,11,112,12,1.09,23,0,0,0,1,0.09,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @DavidPapp: LinkedIn courts major media publishers to rival Facebook Instant Articles https://t.co/Wz2h6qEzQ5
15,38,3080,2647,29491,82,0.86,0.46,37.56,7,98,5,0.71,24,0,0,0,1,0.14,3,0.43,1,0.14,0,0.0,%%%%%%%%%@MattrixMinute Thanks for support. Listen good #rock #music on our #radio 
https://t.co/jmmgrmC090
10,4,9263,21555,7509,1771,2.33,0.7,5.23,4,40,2,0.5,16,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @itsboyschapter: still finding myself
13,88,669,754,8612,2249,1.13,0.53,0.3,11,92,20,1.82,23,0,0,0,1,0.09,1,0.09,0,0.0,0,0.0,%%%%%%%%%Off the Wire: Anchorage Food Truck Hub Opens For First Summer https://t.co/XU4882FU9W #ICYMI
15,35,887,961,34965,1143,1.08,0.52,0.78,11,87,5,0.45,16,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%RT @DonaldGloverrr: Surround yourself with people that bring you peace &amp; positivity
13,34,2010,976,34024,1471,0.49,0.33,1.37,7,59,7,1.0,23,0,0,0,0,0.0,0,0.0,1,0.14,1,0.13,%%%%%%%%%RT @extrasexual: Do u ever just cry https://t.co/T3I41z0LhF
9,42,68,141,1460,22,2.07,0.67,3.09,9,94,11,1.22,23,0,1,0,0,0.0,0,0.0,2,0.22,0,0.0,%%%%%%%%%RT @bernardokath: So pretty ❤️❤️ thanks for sending this @RufflesBags! https://t.co/xmxFClNBBS
15,80,148,3209,78755,1282,21.68,0.96,0.12,8,27,1,0.13,5,0,1,1,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%22 ! C'mon we can do it ?😫
14,48,0,117,297410,200,2.147483647E9,0.0,0.0,17,136,17,1.0,23,0,1,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Astro A40 + MixAmp M80 Headband Headsets for Multi-Platform - Grey - Bid Now! Only $61.0 https://t.co/zfhJnrWYnk https://t.co/9kf3739fQs
14,33,235,261,18843,1421,1.11,0.53,0.17,17,100,4,0.24,12,0,0,0,0,0.0,0,0.0,2,0.12,0,0.0,%%%%%%%%%@KuganPillai @Thashayani Can u turn her into a frog then we dont need to get her presents anymore 😂
14,54,904,244,808,644,0.27,0.21,1.4,14,108,56,4.0,23,0,2,0,0,0.0,0,0.0,1,0.07,0,0.0,%%%%%%%%%RT @darkandwilds: VIDEO OF FIRE PERFORMANCE!! SORRY CANT SHOW YOU THE WHOLE THING 😵 https://t.co/V0n53UrnmU
14,49,1220,514,7985,2547,0.42,0.3,0.48,11,94,9,0.82,23,0,0,0,1,0.09,0,0.0,0,0.0,0,0.0,%%%%%%%%%Off to May Dueñas birthday celeb..but first.. 😂😎😏🙋 @ Alabang Town… https://t.co/VlM0Fr1Zid
10,28,254,1648,133353,2072,6.49,0.87,0.12,6,82,14,2.33,23,0,0,0,0,0.0,1,0.17,1,0.17,0,0.0,%%%%%%%%%RT @Bey_Diva_: Beyoncé live in Raleigh #FormationWorldTour https://t.co/fHTynmVxCN
14,101,4634,300,2901,156,0.06,0.06,29.71,11,107,7,0.64,23,0,0,0,1,0.09,2,0.18,0,0.0,2,0.17,%%%%%%%%%I’m online, message me and let’s hook up on cam https://t.co/hrhxeFkXis #pussy #sex https://t.co/EbPs3Fu9rR
13,14,48,20,390,16,0.42,0.29,3.0,5,39,5,1.0,12,0,0,0,0,0.0,0,0.0,1,0.2,0,0.0,%%%%%%%%%RT @HugotWords: Better days are coming.
14,4,1112,564,18480,1568,0.51,0.34,0.71,7,74,6,0.86,23,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @kissmenaked1: Your favorite Chicago girls 😘🏙 https://t.co/Esv5q6Bngw
9,57,459,409,5022,1265,0.89,0.47,0.36,23,144,8,0.35,16,0,1,0,0,0.0,0,0.0,1,0.04,0,0.0,%%%%%%%%%RT @evangelistmatt: This is the field where David was anointed King, wrote some of the Psalms &amp; Angels announced Jesus to the shepherds! ht…
14,4,1,1,3123,128,1.0,0.5,0.01,22,107,9,0.41,6,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%15:43 Temp. 20.8° C, Hum. 58%, Dewp. 11.2° C, Bar. 1004.7 hpa, Rain Today 0.1010 mm, Viento 270° 2.0 km / h
8,52,442,548,13302,2534,1.24,0.55,0.17,15,69,1,0.07,8,0,1,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I would buy an "it's still real to me dammit!" dude as an enamel pin.
9,4,2950,732,72978,1667,0.25,0.2,1.77,15,137,23,1.53,23,0,2,0,0,0.0,2,0.13,2,0.13,1,0.06,%%%%%%%%%RT @LavaShells: #WIN @LavaShells #HomeCareKit to pamper yourself! RT &amp; Follow to enter! Ends 10 pm Sun 8/5/16 https://t.co/MASyR45xSL
15,4,512,223,3950,784,0.44,0.3,0.65,13,112,19,1.46,18,0,0,0,0,0.0,1,0.08,1,0.08,0,0.0,%%%%%%%%%RT @JazzNoLie: She is the only presendatiable have the Environmental Solution on her PlatForm #MIRIAMREDvolution
8,45,1892,3512,7334,1220,1.86,0.65,1.55,17,141,23,1.35,23,0,2,0,1,0.06,2,0.12,0,0.0,0,0.0,%%%%%%%%%WOW! My Twitter is worth $211,773.60 today. Find Out Your Twitter Fantasy Value Free! Click Here ==&gt; https://t.co/TfTZVjFCm4 #RT #Followme
14,34,7485,7534,284382,3283,1.01,0.5,2.28,4,53,8,2.0,23,0,0,0,1,0.25,0,0.0,0,0.0,0,0.0,%%%%%%%%%Richard Lazzara Tweeted Times https://t.co/BgQhuv6UUj
10,90,143,244,9209,989,1.71,0.63,0.14,5,57,10,2.0,23,0,0,0,0,0.0,0,0.0,1,0.2,1,0.17,%%%%%%%%%RT @BabyAnimalPics: passed out 😴 https://t.co/aShMEdveTY
9,4,463,842,40270,1832,1.82,0.65,0.25,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
15,7,1990,1767,48860,1740,0.89,0.47,1.14,12,106,7,0.58,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although you might encounter obstacles created by other people... More for Scorpio https://t.co/9sY436MDGh
14,96,422,89,301,68,0.21,0.17,6.21,8,100,8,1.0,16,0,2,0,0,0.0,5,0.63,0,0.0,0,0.0,%%%%%%%%%Derby Day! And a special ep of GBS! #KentuckyDerby #kentuckyproud #podcast #bourbon #girlsbeersports
11,43,358,806,10977,1117,2.25,0.69,0.32,14,116,7,0.5,23,0,0,0,0,0.0,0,0.0,1,0.07,1,0.07,%%%%%%%%%RT @ace040913: We surprised our teacher with kittens because her cat passed away yesterday💗 https://t.co/ozzwCJTVmj
12,38,0,861,432383,1336,2.147483647E9,0.0,0.0,15,113,14,0.93,23,0,0,0,1,0.07,0,0.0,0,0.0,0,0.0,%%%%%%%%%We Play: Bodybangers, Sean Finn - Show Me Love 2015 (Bodybangers Remix) Listen to me-&gt; https://t.co/YAlbxXd84t
14,153,1561,447,1315,1333,0.29,0.22,1.17,9,95,4,0.44,23,0,0,0,1,0.11,0,0.0,1,0.11,0,0.0,%%%%%%%%%Addiction clinic owner charged with $6.1 million fraud https://t.co/gYYW06f2tf via @torontostar
10,93,595,285,2864,2484,0.48,0.32,0.24,7,73,10,1.43,23,0,0,0,1,0.14,1,0.14,0,0.0,0,0.0,%%%%%%%%%Play Ball with MLB Extra Innings 2016 https://t.co/v05afYBw1R #teamcspire
7,158,789,2020,2104,690,2.56,0.72,1.14,11,119,11,1.0,23,0,0,1,1,0.09,0,0.0,0,0.0,0,0.0,%%%%%%%%%Collecting for someone else? Download the letter of authorisation here: https://t.co/IczPd3JfRJ https://t.co/VqPvcssOmV
11,30,99,539,10989,669,5.44,0.84,0.15,5,42,10,2.0,23,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%He is so beautiful https://t.co/PAQUG6TWFU
15,81,440,596,9364,684,1.35,0.58,0.64,5,73,11,2.2,23,0,1,0,1,0.2,1,0.2,1,0.2,0,0.0,%%%%%%%%%RT @onedirection: Weekend vibes = #OTRA memories! https://t.co/9ufwEbNIG5
9,4,45,19,341,1485,0.42,0.3,0.03,7,56,5,0.71,23,0,0,0,1,0.14,0,0.0,0,0.0,0,0.0,%%%%%%%%%I posted a new photo to Facebook https://t.co/YkkO4S08f6
8,4,529,231,59407,1745,0.44,0.3,0.3,17,136,13,0.76,23,0,0,0,1,0.06,0,0.0,0,0.0,0,0.0,%%%%%%%%%Why US Hiring Slowdown May Show Caution On Economy: American employers signalled their caution about a sluggi... https://t.co/Z8aqkLdcd2
15,159,2027,3124,21448,1521,1.54,0.61,1.33,12,120,5,0.42,13,0,0,3,0,0.0,0,0.0,3,0.25,1,0.08,%%%%%%%%%@theo_mwangi @CharlieFlani @Spartakass I thought we issued a stern warning pertaining this wayward behavior. Hajaacha???
10,47,638,33,1685,1309,0.05,0.05,0.49,21,123,12,0.57,12,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Ang ganda ng debate ng The Vice Presidential debate. Thank you to CNN for replaying this debate. — watching CNN Philippines
10,19,133,212,22385,1648,1.59,0.61,0.08,4,16,2,0.5,7,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I want a hug.Hmm
9,76,223,67,422,333,0.3,0.23,0.67,13,105,10,0.77,23,0,0,0,1,0.08,0,0.0,0,0.0,0,0.0,%%%%%%%%%Although a major crisis continues to brew beneath the surface,... More for Cancer https://t.co/YU5GMLbDDi
14,4,48,21,424,100,0.44,0.3,0.48,18,123,4,0.22,23,0,0,0,1,0.06,0,0.0,1,0.06,0,0.0,%%%%%%%%%moving like the speed of sound :( 

+ this is 🚮 
+ dt- ariana and destiny:) (Vine by @stanningzrc) https://t.co/Ojfhv9E8iN
12,159,193184,292219,56049,2174,1.51,0.6,88.86,12,116,15,1.25,23,0,0,0,1,0.08,1,0.08,2,0.17,0,0.0,%%%%%%%%%#VoteNow @LosoTheDon5 Intro  - currently at number 12 on the @Upcoming100 Emerging 200 Chart https://t.co/IHmdFaOZuG
9,12,21654,28511,250595,744,1.32,0.57,29.1,13,144,13,1.0,26,0,0,0,0,0.0,3,0.23,3,0.23,0,0.0,%%%%%%%%%RT @esfand: Me &amp; my 2 guests going home from #Javascript/#Angular2 live stream of #ngconf arranged by @FranticCom/@AngularJS_HEL https://t.…
14,11,2896,1680,8127,654,0.58,0.37,4.43,5,30,7,1.4,8,0,0,0,0,0.0,1,0.2,0,0.0,0,0.0,%%%%%%%%%Plz update score ...  #RCBvRPS
9,8,649,505,10290,1116,0.78,0.44,0.58,2,36,5,2.5,23,0,0,1,1,0.5,0,0.0,0,0.0,0,0.0,%%%%%%%%%Remote? 😂😂 https://t.co/GscsOruWpR
15,157,9,208,59582,1166,23.11,0.96,0.01,4,59,12,3.0,36,0,0,0,1,0.25,0,0.0,0,0.0,0,0.0,%%%%%%%%%1989 BMW 325I R175,900 http://(open)https://t.co/DRKNYwKmXt
8,32,184,276,29473,1097,1.5,0.6,0.17,7,35,1,0.14,13,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I wish you sweet dreams．*･☪·̩͙  ·˖✶
12,4,152,32,100,27,0.21,0.17,5.63,1,22,1,1.0,22,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Edddwwwwaaaaaaaaaaaard
10,147,8482,8806,18043,1640,1.04,0.51,5.17,5,107,12,2.4,23,0,0,0,1,0.2,4,0.8,1,0.2,0,0.0,%%%%%%%%%Animated #GIFs and #Copyright #Law https://t.co/rZF4TqjcqE | via @Forbes #marketing https://t.co/n4247Cfazf
15,86,40,8,9167,37,0.2,0.17,1.08,8,60,7,0.88,23,0,0,0,1,0.13,0,0.0,0,0.0,0,0.0,%%%%%%%%%Podcast: The science of a good day - https://t.co/Xoy0tJnJWN
14,121,0,17,3682,901,2.147483647E9,0.0,0.0,16,136,13,0.81,23,0,0,0,1,0.06,0,0.0,0,0.0,1,0.06,%%%%%%%%%Jacksonville FL - Registered Dietitian - HCR ManorCare provides a range of services including skilled nursing... https://t.co/Bbg1QObt8j
13,21,1212,1989,48377,1937,1.64,0.62,0.63,19,128,4,0.21,28,0,0,0,0,0.0,0,0.0,0,0.0,2,0.1,%%%%%%%%%Keep it so real with a nigga that he gone always come back to fuck with her 😍😍😍😍😍😍😍😍😍😍👑☺️🔐💙 https://t.co/9pCDi9klkA
7,60,1087,1016,61460,460,0.93,0.48,2.36,12,90,6,0.5,23,0,0,0,0,0.0,0,0.0,1,0.08,0,0.0,%%%%%%%%%RT @janimine: The west cannot appease evil, it's as simple as that https://t.co/8Cs6tnehAO
12,39,337,387,10616,1077,1.15,0.53,0.31,18,132,5,0.28,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @addictof1d: it's been two years since this happened and we still don't have the selfie how heartbreaking https://t.co/oVrawjAbCt
13,47,31,49,680,49,1.58,0.61,0.63,9,99,10,1.11,23,0,0,0,1,0.11,2,0.22,0,0.0,0,0.0,%%%%%%%%%Latest Tweets For #Afldogscrows - Trending News Updates #afldogscrows https://t.co/W0c1WrBoqt  😣😷
14,36,88,65,7168,1908,0.74,0.42,0.05,6,64,23,3.83,8,0,0,0,0,0.0,5,0.83,0,0.0,0,0.0,%%%%%%%%%I guess it's over for Pune #RCBvRPS #IPL2016 #IPL9 #IPL #RPSvRCB
15,38,764,2357,8368,519,3.09,0.76,1.47,9,91,0,0.0,32,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%@otrawclves "no your not sweaty, your hot 😉😍😙💕👅👅👅👉👌🍆🍑💦💦💦"

- fuccboi response
15,4,585,529,1995,879,0.9,0.47,0.67,9,71,9,1.0,22,0,0,0,0,0.0,0,0.0,1,0.11,0,0.0,%%%%%%%%%RT @Xyloto3: Trying tae get auld joes buggy back http://t.co/PI3tfDTrSv
7,39,510,160,9179,1144,0.31,0.24,0.45,23,137,3,0.13,15,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%I wonder if people understood that the level of convenience was the key reason for this action.
Besides the drunk speeding thing, I mean.
8,4,189,56,7132,715,0.3,0.23,0.26,2,32,5,2.5,23,0,0,0,1,0.5,0,0.0,0,0.0,0,0.0,%%%%%%%%%Mind it. https://t.co/QqDj0kWe9N
6,41,164,86,2200,89,0.52,0.34,1.84,16,115,65,4.06,23,0,0,0,0,0.0,0,0.0,1,0.06,0,0.0,%%%%%%%%%RT @slayinghearts: MARK THIS IN THE HISTORY OF KPOP WHEN KIM HEECHUL AND JUNHUI FINALLY MET https://t.co/XqkPeo0TbV
8,160,77,906,71486,1378,11.77,0.92,0.06,4,30,0,0.0,9,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%@miralnie almost the same cmon
10,85,132,71,36452,530,0.54,0.35,0.25,3,39,6,2.0,9,0,0,0,0,0.0,2,0.67,1,0.33,0,0.0,%%%%%%%%%aaahhhhhh so cuteeeeee #빅스 #더쇼 @SBS_MTV
9,140,15,13,506,109,0.87,0.46,0.14,10,61,1,0.1,11,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%@djminimatt oh come by.... I have a bag. enjoy coolie friend.
6,149,421,6080,40826,2570,14.44,0.94,0.16,8,94,12,1.5,23,0,0,0,1,0.13,2,0.25,0,0.0,0,0.0,%%%%%%%%%USA's largest teachers union, #AFT, blames #Trump for school bullying. https://t.co/0QM3UJw6Dr
12,15,229,305,18362,919,1.33,0.57,0.25,10,78,9,0.9,23,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @RubyReals: Retweet in 5 seconds for some good luck https://t.co/ltClV7DRa7
8,14,1125,297,36194,455,0.26,0.21,2.47,8,70,5,0.63,23,0,0,0,1,0.13,0,0.0,1,0.13,0,0.0,%%%%%%%%%RT @kmctexas: I posted a new photo to Facebook https://t.co/wx0ci28aE1
13,160,565,21493,48419,1567,38.04,0.97,0.36,4,24,2,0.5,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Coooome on Chelseaa 💙💙
12,4,1034,664,13553,1296,0.64,0.39,0.8,5,29,1,0.2,9,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%Christy is literally crazy 🤔
6,11,19,19,796,1,1.0,0.5,19.0,10,61,10,1.0,9,0,0,0,0,0.0,0,0.0,1,0.1,0,0.0,%%%%%%%%%RT @KSGNAH: Don't be surprised somi. This baekpoo talks a lot
9,12,781,695,35536,2160,0.89,0.47,0.36,7,56,3,0.43,17,0,0,0,0,0.0,0,0.0,1,0.14,0,0.0,%%%%%%%%%RT @itssixwordstory: "Wishing for a happily ever after."
11,36,1352,716,43688,1309,0.53,0.35,1.03,4,50,8,2.0,23,0,0,0,0,0.0,0,0.0,1,0.25,0,0.0,%%%%%%%%%RT @ellenerica_: Well lmao https://t.co/ahKMPVo3Rg
7,26,227,437,49640,2212,1.93,0.66,0.1,23,123,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,%%%%%%%%%although i wasn't there from the first time they debuted, i know bangtan is not an ordinary boy group. they are so special.
6,60,489,1063,25886,1283,2.17,0.68,0.38,11,61,1,0.09,13,0,0,0,0,0.0,0,0.0,1,0.09,0,0.0,%%%%%%%%%@andersjolras I have read all of these and they are all great
